Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
RELIANCE,EQ,25-Oct-22,2479.85,2499,2499,2438,2441.8,2441.55,2465.38,5645639,13918629428,199350,3473856,61.53
RELIANCE,EQ,27-Oct-22,2441.55,2458,2468.45,2432.8,2459.2,2451.15,2448.82,5774775,14141365856,197403,3320289,57.5
RELIANCE,EQ,28-Oct-22,2451.15,2465,2535,2459.45,2527,2526.15,2508.14,8126824,20383247305,313227,3204497,54.79
RELIANCE,EQ,31-Oct-22,2526.15,2541,2560.95,2532.2,2545.8,2549.6,2548.29,5731802,14606311320,207585,3167712,55.27
RELIANCE,EQ,1-Nov-22,2549.6,2600,2600,2508,2531.7,2529.85,2543.76,6443999,16391994976,243797,3434726,53.3
RELIANCE,EQ,2-Nov-22,2529.85,2532.3,2550.2,2515,2542.55,2545.65,2535.59,4145144,10510378542,202520,2187290,52.77
RELIANCE,EQ,3-Nov-22,2545.65,2529.85,2559.55,2525.05,2552,2555.15,2546.83,3089026,7867209429,122250,1536115,49.73
RELIANCE,EQ,4-Nov-22,2555.15,2553.9,2600,2551.1,2594.2,2592.75,2582.57,5803737,14988568897,172676,3807151,65.6
RELIANCE,EQ,7-Nov-22,2592.75,2591,2610.3,2574,2604,2606.6,2595.94,5440967,14124430758,195001,3275176,60.19
RELIANCE,EQ,9-Nov-22,2606.6,2610.3,2621.95,2590.05,2593.7,2604,2610.46,5193814,13558251214,166982,3330006,64.11
RELIANCE,EQ,10-Nov-22,2604,2590,2596.55,2563,2572.35,2572.5,2575.91,2753420,7092562040,133955,1524085,55.35
RELIANCE,EQ,11-Nov-22,2572.5,2600,2636,2588,2630,2631.8,2614.6,5681124,14853880990,216539,3238628,57.01
RELIANCE,EQ,14-Nov-22,2631.8,2630.75,2642,2605.15,2614.65,2619.05,2624.26,4173395,10952068322,185791,2400549,57.52
RELIANCE,EQ,15-Nov-22,2619.05,2622.3,2626.4,2590,2607.2,2607.3,2603.39,3270388,8514100481,157977,1852654,56.65
RELIANCE,EQ,16-Nov-22,2607.3,2610,2615.95,2581.35,2592.95,2592.35,2601.87,4484007,11666807298,145159,2523954,65.96
RELIANCE,EQ,17-Nov-22,2592.35,2584.95,2613,2580,2598.95,2599.05,2599.58,3074259,7991793078,115328,1594081,51.85
RELIANCE,EQ,18-Nov-22,2599.05,2606.75,2609,2571.1,2597.05,2597.65,2589.31,2447425,6337149846,104090,1215602,49.67
RELIANCE,EQ,21-Nov-22,2597.65,2588,2588,2543.1,2548,2550.9,2556.28,2949108,7538748417,131742,1549394,52.54
RELIANCE,EQ,22-Nov-22,2550.9,2545,2568.5,2536.5,2564.9,2565.05,2556.94,3051201,7801736581,138342,1643928,53.88
RELIANCE,EQ,23-Nov-22,2565.05,2575,2577.9,2552.25,2557.5,2557.05,2561.22,2959787,7580660699,121346,1873450,63.3
RELIANCE,EQ,24-Nov-22,2557.05,2566,2594,2548.2,2588,2579.1,2564.1,4333225,11110842574,154377,2723781,62.86
RELIANCE,EQ,25-Nov-22,2579.1,2589,2624.9,2582.1,2612.75,2617.6,2605.35,3391988,8837331953,128621,1578251,46.53
RELIANCE,EQ,28-Nov-22,2617.6,2608.9,2721.05,2502,2706,2707.55,2686.06,14549929,39081953192,322273,6794072,46.69
RELIANCE,EQ,29-Nov-22,2707.55,2703.95,2731.65,2694,2708.35,2712.2,2713.16,5103687,13847136357,217704,2852331,55.89
RELIANCE,EQ,30-Nov-22,2712.2,2712.5,2745.45,2698.2,2733.05,2731.35,2727.09,12075137,32929988867,276976,7780847,64.44
RELIANCE,EQ,1-Dec-22,2731.35,2741.8,2755,2716,2725.25,2723.3,2738.93,4377696,11990209636,177158,2538726,57.99
RELIANCE,EQ,2-Dec-22,2723.3,2730,2748,2700.6,2727,2722.15,2725.02,5348595,14575017228,204222,2999370,56.08
RELIANCE,EQ,5-Dec-22,2722.15,2712,2716.75,2678,2682,2682.45,2694.53,6843367,18439668158,227194,4861671,71.04
RELIANCE,EQ,6-Dec-22,2682.45,2665.1,2697,2661,2689.45,2690.2,2685.66,3966243,10651999753,156158,2204998,55.59
RELIANCE,EQ,7-Dec-22,2690.2,2685,2695,2642.15,2647,2650.5,2665.31,3905263,10408739251,158784,2425575,62.11
RELIANCE,EQ,8-Dec-22,2650.5,2660,2665,2640.1,2649,2649.25,2651.78,3579858,9492988489,144130,2190085,61.18
RELIANCE,EQ,9-Dec-22,2649.25,2646,2660,2601.85,2609.5,2609.1,2627.54,5840633,15346488528,172574,3927269,67.24
RELIANCE,EQ,12-Dec-22,2609.1,2585.5,2623,2585,2617,2613.1,2607.23,4374946,11406508901,151760,2439231,55.75
RELIANCE,EQ,13-Dec-22,2613.1,2613.1,2633,2606.7,2622,2625,2622.04,3845839,10083940253,136575,2171219,56.46
RELIANCE,EQ,14-Dec-22,2625,2637.65,2638.95,2611,2613.5,2615.5,2620.85,3354618,8791939262,149123,2135521,63.66
RELIANCE,EQ,15-Dec-22,2615.5,2602.5,2615,2571,2580,2578.35,2590.74,4009765,10388261665,175220,2629878,65.59
RELIANCE,EQ,16-Dec-22,2578.35,2571,2618.8,2558.15,2567.9,2565.6,2583.46,7308934,18882367676,216883,3995069,54.66
RELIANCE,EQ,19-Dec-22,2565.6,2581,2604,2566.7,2603,2599.3,2582.95,3567363,9214319520,174281,1881722,52.75
RELIANCE,EQ,20-Dec-22,2599.3,2583.9,2626,2566,2619.95,2621.8,2594.8,3446291,8942420887,165894,1567590,45.49
RELIANCE,EQ,21-Dec-22,2621.8,2621,2633,2576.1,2583.2,2584.5,2601.19,3935463,10236889381,142775,1677915,42.64
RELIANCE,EQ,22-Dec-22,2584.5,2598,2604.65,2566.75,2577,2577.8,2582.55,3438692,8880581066,149770,1490951,43.36
RELIANCE,EQ,23-Dec-22,2577.8,2563.3,2590.5,2492.25,2508.5,2502.2,2540.02,4733657,12023588105,231798,2070781,43.75
RELIANCE,EQ,26-Dec-22,2502.2,2514.75,2542,2492.4,2525,2524.05,2523.81,2764496,6977059265,117927,1225057,44.31
RELIANCE,EQ,27-Dec-22,2524.05,2530,2548.8,2515.25,2542.7,2544.7,2534.62,2659749,6741452650,138609,1246382,46.86
RELIANCE,EQ,28-Dec-22,2544.7,2538,2549.8,2521.5,2542,2544.45,2537.68,3442509,8735979366,158888,1908597,55.44
RELIANCE,EQ,29-Dec-22,2544.45,2527,2548.9,2525.5,2544.95,2543.3,2536.86,3198493,8114144680,124496,1608415,50.29
RELIANCE,EQ,30-Dec-22,2543.3,2545.1,2577,2541.1,2547,2547.2,2559.73,3364092,8611163858,147642,1557651,46.3
